T: Protein IDs	FF_W2_1	FF_W2_2	FF_W2_3	FF_W2_5	FF_W2_6	FF_W2_7	FF_W2_8	FFPE_W2_1	FFPE_W2_2	FFPE_W2_3	FFPE_W2_5	FFPE_W2_6	FFPE_W2_7	FFPE_W2_8	FFPE_E878	FFPE__872	FFPE__875	FFPE__876	FFPE__877	FFPE__879	GS50	GS51	GS52	GS53	GS54
Q9QYF1	0.26878	0.0322288	NaN	0.436316	0.328495	0.556008	0.320694	-0.104604	-0.964082	NaN	NaN	-1.01178	-0.640913	NaN	NaN	-0.558006	NaN	NaN	NaN	NaN	0.701767	0.590603	0.054438	0.613459	-0.295576
Q9QYF9	1.9803	0.796208	0.639609	0.908814	0.540026	1.86385	0.842606	0.346255	-2.72465	-1.19503	-1.3324	-2.9535	0.4777	-2.80057	1.1739	-0.25389	-1.09982	-0.362039	0.761218	0.572776	0.035424	-0.187831	1.18836	1.16327	0.620656
Q9QYG0	1.07675	0.0531509	0.080344	0.44262	0.0280712	1.19922	-0.138204	0.385123	-2.2316	-0.564746	-0.436439	-1.88991	0.173932	-1.87519	1.09712	0.840539	0.285502	0.363885	1.18877	0.835269	-0.225099	-0.619964	0.261847	0.289515	0.319936
Q9QYI3	-0.925939	0.981152	0.365746	0.518742	0.772704	0.0512912	0.871995	NaN	NaN	-0.129421	-2.04105	-0.773528	NaN	-0.925597	-1.06884	0.590382	NaN	0.274382	NaN	NaN	1.48136	1.24043	0.31148	0.692528	0.0459144
Q9QYJ0	-0.38967	-0.0768688	-0.656647	-0.385329	-1.25337	-0.324973	-0.434491	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.16565	1.03769	0.799672	0.951537	0.426746
Q9QYJ3	NaN	1.33327	-0.177904	NaN	-0.593965	NaN	-0.561397	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9QYR6	1.84967	0.824412	1.19958	1.47586	1.10792	2.04809	0.83782	1.241	-6.2212	-0.0768793	0.874899	-1.97557	1.12475	-5.09231	0.34216	-0.940161	-2.21608	-1.6741	-0.270839	0.0907996	-0.478948	0.026396	1.59635	1.08554	1.79944
Q9QYS1	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
"Q9QYS2;Q14BI2"	-0.465125	-0.769217	-0.955195	NaN	NaN	-0.383771	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.527239	-0.368754	1.06387	0.893228	1.5122
Q9QYS9	-0.743746	-0.43661	-0.319824	-0.0406268	-0.481756	-0.612417	0.0544851	-0.298104	0.397785	0.0774095	0.694921	0.470974	0.132135	0.123203	0.45915	0.476358	0.266672	-0.210148	0.0293596	0.166483	0.636104	0.570051	0.320015	0.30521	-0.107918
Q9QYX7	2.16781	-0.216356	-0.27428	-0.729582	-0.133959	2.64399	-0.597484	0.789734	NaN	NaN	NaN	NaN	0.64745	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-4.03933	NaN	0.97028	-0.073076	1.10581
Q9QYY0	-0.288532	-0.561336	-0.541898	-0.461141	0.0772328	-1.01612	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.44055	0.299424	0.404233	-0.607881	0.211712	NaN	-0.124643	0.683028	0.903206	0.582167	NaN
Q9QZ06	-0.210902	-0.604633	-0.137546	-0.232495	-0.749858	0.00826532	-0.486207	0.600299	-0.819724	-0.571477	0.25406	-0.0823147	0.785912	-0.6296	1.13269	0.75783	0.90537	0.0890072	0.686444	0.534158	-0.224399	-0.20666	0.164014	-0.109632	0.197017
Q9QZ23	-1.42218	-0.647721	-0.81084	-0.320256	-0.873164	-0.862571	-0.44773	NaN	NaN	NaN	-2.3544	-1.04046	-0.149928	-1.79475	0.787082	0.396905	1.15989	1.16278	1.04306	1.00255	0.867574	0.950574	1.1699	1.36792	1.01836
Q9QZ73	-0.230021	-0.305498	NaN	-0.219496	-0.880387	-0.106205	-0.32243	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.663604	0.698274	0.0976273	0.59403	0.0105015
Q9QZ88	0.954872	0.938776	0.861212	0.786268	0.00472426	1.05952	0.709869	NaN	NaN	-0.678637	-0.585755	NaN	NaN	-0.576954	-0.826281	-1.44421	-1.57382	-1.37674	-1.65385	-2.49951	0.982401	1.03658	1.50526	1.12252	1.48582
Q9QZB0	0.0318458	NaN	-0.672809	NaN	NaN	0.128154	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.0190327	NaN	-0.0112965
Q9QZB7	-0.733589	-0.800955	-0.690771	-0.366537	0.700781	-0.30324	-0.350231	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.406634	0.269652	0.606554	0.544329	0.717371
Q9QZB9	NaN	NaN	0.445094	NaN	NaN	NaN	NaN	NaN	-1.31149	NaN	NaN	-0.701457	-1.21624	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9QZD9	-0.189006	0.938725	0.62031	0.868558	0.595534	0.11221	0.745543	-0.758897	-0.134937	-0.639348	-0.778345	-0.0068506	-0.86695	-0.853134	0.0312811	0.582507	0.0462557	0.143605	-0.25855	-1.16495	0.64461	0.879769	0.0919844	0.25997	-0.604061
Q9QZE5	0.619838	1.16454	1.04232	0.88815	1.45011	0.697142	1.12069	-0.766353	-0.572667	-0.898479	-0.949872	-0.397876	-1.04576	-0.892669	-2.22126	-1.92001	NaN	NaN	NaN	NaN	1.06692	0.826472	0.59932	1.08414	0.63411
Q9QZE7	-0.0827465	0.210983	0.202427	-0.127827	-0.503942	0.186817	-0.17095	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000152588	0.0983696	0.221069	0.0124226	-0.0464706
Q9QZF2	-0.662381	0.0702474	0.636989	0.00714464	-0.12702	-1.04345	0.176769	-1.1266	0.530523	-1.21517	-0.195456	-0.435797	-0.881882	-0.650669	0.700441	1.53062	2.52705	1.10375	1.19993	-0.576998	1.00477	-0.206692	1.2075	-0.506321	-2.20348
Q9QZH3	NaN	-1.17949	NaN	-1.9814	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.15232	0.911305	0.539229	0.558045	NaN
Q9QZH6	-0.210498	-0.0133262	NaN	0.0902333	NaN	0.133591	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9QZM0	-0.668663	-0.706576	-0.755068	-0.951187	-0.966288	-0.77389	-0.788916	-1.25594	-1.41321	-0.623919	-0.626276	-0.697184	-1.35251	-0.399897	1.76544	2.38992	0.660734	2.0048	0.901949	0.348509	1.33151	1.66866	1.84651	1.38739	1.13816
Q9QZQ1	0.826764	1.07708	0.838607	0.923593	1.18789	0.927368	1.03645	-1.22937	-1.46999	-1.32034	-0.583106	-0.486827	-1.84392	-0.652173	-0.335541	-0.311297	-0.994536	-0.945368	NaN	NaN	1.57285	1.53677	1.0796	0.731363	-0.929055
Q9QZQ8	0.0923615	0.127583	-0.394579	-0.16655	-0.396038	-0.108545	0.0094738	-0.0104809	0.312483	0.494968	0.278034	0.916262	-0.176664	0.876163	-2.64265	-1.68088	NaN	-2.14733	NaN	NaN	1.49967	1.73999	1.25466	1.45762	0.372351
Q9QZX7	0.918671	-0.0569797	0.47485	0.167344	-0.24732	1.24625	0.52561	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.569067	-0.807252	-1.6521
Q9R008	-0.0163614	NaN	NaN	-0.345875	NaN	0.0321254	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.00180423	-1.04054	NaN	NaN	-0.530039	NaN	0.256861	0.231329	0.496063	0.380268	0.534363
Q9R020	-1.02454	-0.698292	-0.825016	-0.756701	-1.39274	-1.42997	-0.471685	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.40249	1.756	1.56897	0.79051	1.08097
Q9R060	NaN	-0.541936	0.0436585	-0.654294	-0.99449	NaN	NaN	NaN	NaN	-0.881116	NaN	NaN	NaN	NaN	NaN	0.355823	0.724426	0.90026	0.578387	0.469281	NaN	NaN	NaN	NaN	NaN
Q9R061	NaN	0.42689	NaN	0.341691	-0.768581	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9R062	-0.734602	-0.865629	-0.422054	-0.402437	-0.289413	-0.247904	-0.477253	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.7963	1.48924	1.20523	1.09292	1.35382	1.43953	-1.14841	-1.059	-1.01053	-0.449629	-1.27019
Q9R099	-0.538695	-0.170766	-0.271987	-0.646361	NaN	0.438781	0.458238	NaN	-0.346581	NaN	NaN	-0.250518	0.826505	0.106792	NaN	NaN	NaN	NaN	NaN	NaN	0.361123	-0.142592	0.427129	0.752124	-1.00319
Q9R0A0	0.194065	0.413271	0.235113	-1.17189	-0.184608	-0.95042	-0.110825	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.541065	0.7568	0.514507	-0.402107	0.165031
Q9R0H0	1.37529	1.51746	1.39646	1.3716	0.809156	1.2883	1.53495	-0.369948	-1.64581	-1.10665	-0.276698	-0.877513	-0.767411	-0.739343	-1.58415	-0.444917	NaN	-1.77787	-1.44819	-0.920217	1.4974	1.42617	0.332875	1.59505	0.157849
Q9R0K7	2.08748	1.30711	1.0823	1.30455	1.23262	2.01279	1.67906	1.16002	-4.44267	-0.291407	0.100772	-2.45164	0.860378	-4.21008	0.0576415	-0.946223	-2.1681	-1.19541	-0.964011	-0.798911	-0.306366	-0.33663	1.98896	1.28534	1.27194
Q9R0L6	NaN	-2.36948	NaN	-2.5735	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.29893	1.27053	0.559996	0.813515	NaN
Q9R0N0	-1.57131	NaN	-1.38754	NaN	-1.25669	-1.29036	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.675991	1.02653	0.166284	-0.035679	0.553701	0.271408	0.968195	0.531332	0.349748	0.65387	0.344517
Q9R0N7	0.0876765	NaN	-0.318249	-0.308627	NaN	0.539199	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9R0P3	0.862902	1.15102	1.00083	1.03501	1.05687	0.92955	1.25765	-0.394407	-0.237469	-0.506949	-0.490093	-0.503391	-0.459396	-0.580029	-1.08842	-1.35987	NaN	-1.40598	-1.65159	-1.65944	0.866249	1.01098	0.830881	0.786556	0.465364
Q9R0P4	0.175663	1.56044	0.982875	0.859199	0.958437	-0.384722	1.27973	-3.63182	-0.774029	NaN	NaN	-1.79801	-2.98007	-2.67666	-0.205452	0.634948	1.04537	0.732963	0.307777	-0.0207008	0.910278	1.81021	2.2681	0.675209	0.730693
Q9R0P5	0.234094	0.739612	0.631543	0.539983	-0.268954	0.191869	0.374774	-0.945863	-0.924256	-0.353635	-0.563638	-0.79626	-1.09894	-0.40747	0.272439	-0.129943	-0.391498	-0.189801	0.359828	-0.373834	0.783822	1.11548	0.861739	1.0751	0.701262
Q9R0P6	-1.12812	-0.0262692	NaN	-0.32541	-0.680652	-0.57962	-0.500139	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.804139	0.653283	0.723981	1.13458	-0.0757763
Q9R0P9	0.932282	0.454936	0.700667	0.922692	0.45888	1.115	0.442439	-0.692848	-2.2504	-0.889095	-0.475698	-1.35369	-0.518928	-1.65071	1.12384	-0.129867	-0.988481	-0.569494	0.290549	-0.0707107	-0.0881763	0.421008	1.36811	0.92673	1.10978
Q9R0Q3	-0.673487	0.111425	-0.551867	0.312394	-1.30947	0.00978017	-0.34298	NaN	NaN	NaN	NaN	NaN	-1.4154	-1.1255	NaN	0.251338	NaN	-0.0884445	-0.0341842	NaN	1.25605	1.18925	1.15227	1.09925	0.159587
Q9R0Q6	1.38086	1.07462	1.07309	1.19766	0.906266	1.40022	1.06587	-1.24385	-2.06688	-0.877345	-0.999717	-1.59301	-1.3055	-1.32489	0.189303	0.0253836	-0.728763	-0.179016	0.305585	-0.373247	0.221846	0.425641	0.896824	0.771941	0.852746
Q9R0Q7	0.721766	1.2228	1.03514	0.983065	0.454564	0.669007	1.22091	-1.49567	-1.09456	-1.15444	-1.25483	-1.1173	-1.43953	-1.22763	0.27426	0.610268	-0.0647233	0.830779	-0.751794	-2.91033	0.793072	1.65364	1.13096	0.975863	0.971335
Q9R0U0	-0.632091	0.385567	-0.819334	-0.346647	0.796725	-0.822454	-0.290176	0.292727	1.20068	0.503289	0.1484	1.38994	0.555813	0.247309	-0.108173	-0.363771	0.0455822	-0.670568	0.217247	-0.101347	-0.0919987	0.0163025	0.182242	-0.27737	-1.05021
"Q9R0X4;Q32MW3"	0.654296	NaN	0.561388	1.03179	NaN	0.846008	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.16703	NaN	-1.25109	-0.675358	NaN
Q9R0Y5	1.51191	0.620652	1.21446	1.20563	0.758247	1.75572	0.585801	-0.128012	NaN	-0.0768364	-0.0764873	-2.25804	-0.836486	-2.20469	-1.15316	NaN	NaN	NaN	-1.51291	-1.80629	-0.597384	-0.35027	1.2332	0.804153	1.48347
Q9R111	NaN	NaN	-0.839205	-0.718586	NaN	-1.39931	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.4453	1.4084	NaN	NaN	0.103399
"Q9R171;Q8BGU2"	1.22885	-0.749414	-0.312814	-0.441091	NaN	1.12472	-0.0616243	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.46777	NaN	0.488976	0.246912	-0.0567434
Q9R190	-0.373417	0.818935	-0.469364	-0.364294	-0.173431	-2.5413	0.852259	0.202665	1.52381	1.24348	0.548077	1.50801	-0.53867	1.55663	-1.27512	-1.08511	-1.08737	-1.02907	NaN	NaN	1.57714	1.57242	-0.183411	0.994961	-2.4836
Q9R1C6	-0.0322838	NaN	NaN	NaN	NaN	0.0322838	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9R1C7	-2.28129	0.587811	-0.81699	-0.844763	-1.7433	NaN	-0.341205	-0.964582	-0.18656	-0.726971	0.211393	1.38987	-0.417799	-0.473266	NaN	-0.462654	0.0385171	-0.0799617	-0.158527	NaN	1.82115	1.83764	0.76195	1.32951	0.26511
Q9R1J0	-0.524135	-0.121511	-0.522123	-0.116823	-0.68845	-0.0596236	-0.427914	NaN	NaN	-0.522724	1.1347	NaN	-0.940397	-0.832964	NaN	0.106859	NaN	NaN	NaN	NaN	0.527357	0.47296	0.857267	1.01949	0.0974466
"Q9R1K9;P41209"	NaN	0.828401	0.0628177	-0.735421	-1.50776	-1.05699	0.664672	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.514915	0.912574	0.734029	0.0975887	-0.20247
Q9R1L5	-0.308884	NaN	NaN	-0.672539	NaN	-0.0934925	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.585289	NaN	NaN	NaN	NaN	-0.545982	NaN	NaN	0.114769	0.739777	0.181063
Q9R1P0	0.511786	1.01491	0.758578	1.02727	0.183282	0.776244	1.16025	-0.95185	-0.72273	0.202595	-0.45695	-0.454368	-0.913768	-0.243234	-0.61144	-1.1698	-0.714334	-0.844774	-0.641896	-1.08796	0.912974	1.18082	0.750928	0.416585	0.414857
Q9R1P1	0.00512409	0.630179	0.230514	0.633929	0.227586	0.212085	0.673463	-1.16855	-1.11857	-0.403277	-0.271768	-0.505778	-1.69733	0.0906858	0.528035	0.451871	0.0568991	0.368371	0.12531	-0.059556	0.609641	1.00468	0.776452	0.91146	0.462798
Q9R1P3	1.08545	1.09103	1.01579	1.0304	1.4665	1.09156	1.14055	-0.461132	-0.884075	-0.381136	-0.214405	-0.219036	-1.10163	-0.365807	-1.21114	0.322039	-1.27393	-0.498804	-1.73425	-1.40893	0.772669	0.997585	0.962339	1.07855	0.717651
Q9R1P4	0.0123951	0.401571	0.169021	0.380367	0.516958	0.15068	0.409854	-0.210225	-0.299817	-0.268636	-0.163705	0.292356	-0.403191	-0.276486	0.425822	0.107045	0.371286	-0.0152271	0.4124	0.250186	-0.1619	-0.147046	-0.394101	-0.175589	-0.912806
Q9R1Q7	0.636397	1.52787	0.434882	0.68221	0.955125	0.143615	1.19537	-0.49487	-0.749721	NaN	NaN	NaN	NaN	NaN	-0.558234	-1.37147	-0.899223	-0.792745	-1.99272	-1.84991	1.21001	0.569422	1.33013	0.988946	-0.177152
Q9R1Q8	0.631917	-0.279721	-0.445704	-0.0847979	-0.581008	0.624494	-0.484138	0.254794	-1.21007	-0.902732	-0.321166	-0.486629	0.184628	-0.710036	1.64099	0.476949	0.851436	0.248191	1.39561	1.33398	-0.676095	-0.698655	0.552495	0.516269	0.131557
Q9R1R2	1.99512	-1.5081	0.0420178	-0.108449	-2.26597	1.89694	-2.04537	0.792689	NaN	0.0323628	-0.0572292	-0.870292	1.31983	NaN	-0.909749	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.66591	1.03524	0.61909
Q9R1T2	0.116131	0.989282	0.655828	0.598898	0.632877	0.210302	0.838884	-1.22713	-0.656706	-0.726298	-0.806509	-0.282288	-1.34092	-0.660185	0.347236	0.308693	0.223774	0.305624	-0.098551	-0.606917	0.773832	1.05576	0.333126	0.234886	-0.617718
Q9R1T4	0.121593	-0.593199	0.0634876	0.0379521	-0.407841	0.667045	-0.610499	NaN	NaN	-2.24619	-2.01543	NaN	NaN	NaN	0.415294	-0.197995	-0.679995	-0.0780319	NaN	0.211174	0.968988	0.633842	1.73792	1.63094	1.93495
Q9R1V6	1.49133	-0.840168	0.272518	0.37157	0.42213	2.21399	NaN	-0.0789322	NaN	NaN	NaN	NaN	-0.39539	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.823925	0.0968109	-0.781392	-0.0210289
Q9R1V7	0.42334	-0.905925	-1.52595	0.0841413	NaN	-0.0044837	-1.16808	1.24334	NaN	NaN	1.63408	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.0131888	-0.331531	0.352591
Q9WTJ4	NaN	NaN	-0.0664783	NaN	-0.156429	NaN	0.222907	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9WTL7	1.75348	1.13142	0.695645	0.72696	0.968506	1.44355	0.78431	-1.98683	NaN	-0.854391	-1.23746	-2.02995	-1.54458	-1.7575	0.922595	-0.070003	-0.696443	-0.711807	0.0279966	0.00659421	1.32715	1.33487	1.41323	1.47017	0.585684
Q9WTM5	-0.785819	0.555547	0.402431	0.0854849	0.468118	-0.965352	0.396736	-0.368325	0.800464	0.442291	0.18188	0.97401	-0.093207	0.716461	-0.274186	0.30388	-0.0889727	-0.00388396	-1.1987	-1.29325	0.910463	0.914731	0.108278	0.161659	-0.618302
Q9WTN0	NaN	-0.0691986	NaN	NaN	NaN	0.0691986	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9WTP6	0.512338	1.66272	1.08947	1.42102	1.51664	0.738445	0.890407	-0.397708	0.502359	0.00262202	0.0929445	0.532512	NaN	0.00174846	-1.77834	-0.989686	-0.373873	-1.22474	-1.58241	-2.27402	1.0165	1.06753	0.0386785	0.811393	-0.983071
Q9WTP7	0.920658	1.15112	0.767773	0.999153	1.36651	1.134	0.923248	-1.97592	NaN	-1.53013	-1.50113	NaN	NaN	NaN	NaN	NaN	NaN	-0.971191	NaN	NaN	0.0890846	0.184097	-0.109238	-0.118526	-0.222723
Q9WTQ5	0.478431	1.0471	1.00703	0.790793	0.292191	0.228545	0.994416	-2.1756	NaN	-2.06225	-1.544	-1.80803	-2.61718	-1.54339	0.615853	0.385693	-0.227287	0.15346	0.200984	-0.159501	0.92323	1.42569	2.47151	1.52848	1.79495
Q9WTR5	0.207973	0.149301	0.79064	0.317405	0.216013	0.168037	-0.532299	-0.148657	NaN	-0.642784	-0.437033	-0.509333	0.428484	-1.50674	0.51865	-0.441963	0.328014	-0.231615	-0.213	0.287788	-0.585623	-0.313206	0.799175	-0.0832847	1.59185
Q9WTT4	1.69199	0.157788	0.584412	0.748612	0.560439	1.80702	0.0617493	1.14337	NaN	-0.0211307	0.537036	-0.29515	2.082	-3.67348	1.26943	-3.86038	-2.70511	-1.28913	1.32899	0.085122	NaN	-2.279	0.41886	-0.236148	0.747531
Q9WTX2	0.816053	0.830541	1.15458	1.4309	0.715742	1.28671	0.780004	-1.22152	-1.07308	-0.504857	-0.840779	-0.461436	-1.04616	-0.99573	-0.623864	-0.390607	-1.80141	-0.833699	-1.32015	-1.19902	1.07552	1.27694	0.87215	1.28675	0.786432
Q9WTX5	0.234757	0.762818	0.477668	0.43365	-0.0971098	0.616939	0.612584	-0.817161	-1.70694	-0.464845	-0.554578	-1.29817	-1.02443	-0.826039	0.136857	1.16022	-0.274121	1.29081	0.0426855	-0.0879393	-0.0718489	0.451583	0.842879	0.431165	0.774432
Q9WTX6	-0.507396	0.475991	-0.522513	0.0984662	-0.236499	-0.561503	-0.40763	NaN	NaN	NaN	NaN	-0.773539	NaN	NaN	-0.226868	0.264558	NaN	-0.530684	NaN	NaN	0.824559	0.869525	0.840331	0.393201	NaN
Q9WTZ1	NaN	-0.0539374	NaN	NaN	-0.164012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.239563	-0.309745	0.288132	NaN	NaN
Q9WU28	0.0803432	0.362909	0.21664	0.3193	0.107315	-0.057909	0.280346	NaN	NaN	-1.59377	NaN	NaN	NaN	NaN	NaN	-0.901192	NaN	-0.73856	NaN	NaN	0.517145	0.526657	0.436966	0.269148	0.174665
Q9WU40	NaN	NaN	NaN	-1.82967	-1.38158	-0.303319	-1.52776	1.08253	1.32012	-0.748803	NaN	0.426175	1.26331	-0.696219	0.330352	NaN	0.850247	NaN	NaN	1.05868	NaN	-0.434911	NaN	0.00950336	NaN
Q9WU78	0.914455	0.678499	0.52046	1.0937	0.65271	1.121	0.529915	-0.867407	-1.74085	-0.199602	0.579498	-1.54662	NaN	-0.190607	-2.32897	NaN	NaN	NaN	NaN	NaN	0.797895	0.530264	0.704634	0.889362	0.330139
Q9WUA2	1.53796	1.57546	1.25055	1.62484	1.90832	1.31421	1.40208	-0.365357	-0.542886	-0.372245	-0.264398	-0.0359087	-0.274901	0.0891581	-0.957091	-1.80098	-2.11007	-1.74164	-2.12785	-1.84807	0.800607	0.959781	0.393905	0.780879	0.633172
Q9WUA3	1.77041	0.856433	1.62112	1.84383	1.12561	2.52972	0.808226	0.0552853	NaN	-0.531135	0.320563	NaN	-0.474681	NaN	-2.06648	-2.73152	NaN	NaN	-3.21616	-3.12106	-1.3583	-0.612634	0.737668	0.752478	1.59377
Q9WUB3	-0.899404	0.260331	0.806062	1.7256	0.286534	0.959825	-0.127318	-0.676148	NaN	-0.294448	1.29909	-0.862433	-0.909881	-0.544728	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.02308
Q9WUB4	-0.281405	0.221813	-0.654997	-0.796509	0.407552	-0.393528	0.160583	-0.572151	NaN	-0.914662	NaN	-0.777889	-1.24384	NaN	1.05741	0.856165	0.0365999	-0.0181353	0.827358	0.620336	0.618561	-0.444428	0.342434	0.804708	0.61817
Q9WUC3	0.851769	0.844302	0.856416	0.773175	0.663773	1.01028	-0.886109	-2.56995	NaN	-2.949	NaN	-2.85439	-1.02907	NaN	1.20564	-0.743306	-0.486566	-0.338084	0.451594	0.89141	-0.314481	0.190642	2.4241	1.14824	3.1593
Q9WUD1	0.117893	0.271107	0.277468	0.193481	-0.0566711	0.614677	0.098011	-0.903214	-1.08846	-0.203247	-0.378817	NaN	-0.718309	NaN	0.441442	-0.121344	-0.586601	NaN	-0.573444	-0.620731	1.11716	0.880926	0.711269	0.883322	0.884687
Q9WUK2	-0.563309	0.458851	-0.0524025	-0.150446	-0.430258	-0.655251	0.187984	0.0218811	0.470642	0.448286	-0.192553	0.316431	-0.525164	-0.561306	0.723307	0.942719	0.837418	-0.0282078	0.768171	0.607162	-0.63006	0.0639992	0.160919	-0.619305	-1.14351
Q9WUK4	NaN	-1.52413	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.275701	NaN	-0.66114	NaN	NaN	NaN	NaN	NaN	NaN	1.56904	1.59085	NaN	NaN	NaN
Q9WUK6	0.591011	-0.397186	-0.92898	-0.82834	-0.639061	0.0865461	-0.412565	0.398213	-0.0998419	-1.33913	-1.04653	-0.360483	0.016205	-0.835993	1.84811	0.569111	0.34004	0.686968	1.51993	1.67282	NaN	NaN	NaN	NaN	NaN
Q9WUL7	0.190902	0.74657	0.603406	0.557496	0.716647	0.431869	0.616082	-1.94938	-1.16907	-0.353762	-0.97946	-1.46004	-1.94943	-0.93299	0.274915	-0.221255	-0.29884	-0.0607612	-0.0987842	NaN	1.49334	1.57033	1.60063	1.75531	1.19957
Q9WUM3	0.493173	0.176795	0.208619	0.447087	0.0398303	0.258853	0.478328	-0.123076	-0.0113477	-0.46753	-0.229245	0.368335	-0.0536603	-0.5577	0.482133	0.522243	0.407071	0.100188	0.0187274	0.0761939	-0.105048	-0.000834346	-0.211358	0.170163	-0.615826
"Q9WUM4;Q920M5"	0.0739722	0.32372	0.382671	0.372718	0.602775	0.294773	0.314804	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.198048	-0.40388	-0.485985	-0.400633	-0.540165
Q9WUM5	1.07864	0.727708	0.893954	1.13795	0.802216	1.7897	0.588391	-0.356103	-1.55543	-0.751684	-0.565208	-1.01322	-0.474092	-1.62864	NaN	NaN	NaN	NaN	NaN	NaN	-0.0228285	0.149951	-0.436281	0.324622	0.200833
Q9WUP7	-0.302113	0.95668	0.282516	0.148216	-0.06567	-0.656664	0.150515	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0618916	0.127628	NaN	0.200497	-0.299101	-0.518768	1.2289	0.201326	-0.30687	-0.330807	-0.212082
"Q9WUR2;Q78JN3"	-0.336823	0.066476	0.286454	0.459453	0.689994	0.209701	0.196014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.260619	0.08694	-0.943915	0.163888	-1.1388
