T: Protein IDs	FF_W2_1	FF_W2_2	FF_W2_3	FF_W2_5	FF_W2_6	FF_W2_7	FF_W2_8	FFPE_W2_1	FFPE_W2_2	FFPE_W2_3	FFPE_W2_5	FFPE_W2_6	FFPE_W2_7	FFPE_W2_8	FFPE_E878	FFPE__872	FFPE__875	FFPE__876	FFPE__877	FFPE__879	GS50	GS51	GS52	GS53	GS54
O08989	0.163497	NaN	-0.329146	NaN	-0.176398	0.484494	-0.499591	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.265178	NaN	-0.31846	NaN	0.656949	-0.246524	NaN	NaN	NaN	NaN	NaN
O08997	0.346682	0.902806	0.541207	0.425587	0.386212	0.305642	0.61477	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.542951	-1.12058	-1.48025	-0.843856	-1.00425	-0.821094	-0.30527	1.07398	1.51035	0.293092	0.643744
O09044	-1.16886	0.015842	-0.771798	-0.683234	-0.65811	NaN	-0.666943	-1.48726	-0.94068	-0.552203	-0.455479	-1.52302	-1.33622	NaN	1.69675	2.20943	2.20162	1.83485	1.17039	1.43861	0.282133	0.69626	0.371017	-0.49272	-0.371985
O09061	0.407479	0.703522	0.564309	0.699402	0.673909	0.353541	0.541548	-0.317701	-0.358774	-0.194698	0.134167	0.138014	-0.743694	-0.586599	-0.275329	-0.413448	-1.62993	-1.0823	-0.782794	-1.19306	1.10537	1.15316	0.924733	1.23441	0.451085
O09106	NaN	0.365138	1.08599	0.640141	-0.690021	-1.55074	0.149493	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O09111	0.623508	0.719036	0.329883	0.699776	0.0320547	1.18342	0.135723	-0.421726	-1.43007	-0.701344	-0.572859	-1.4045	-0.222601	-1.14674	NaN	NaN	NaN	NaN	NaN	NaN	0.645965	0.184748	0.288505	1.10169	0.902757
O09114	0.660394	-1.00363	NaN	-1.13601	NaN	-0.325741	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.307166	NaN	NaN	NaN	NaN	NaN	0.156332	0.357656	1.59817	NaN	NaN
O09117	NaN	NaN	0.46039	NaN	NaN	NaN	0.282431	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
"O09118;Q9R1A3"	NaN	0.150326	-0.316483	-0.44171	0.521061	NaN	0.0868053	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
"O09131;Q8K2Q2"	-0.508097	-0.196209	-0.627766	0.220743	-0.659079	-0.269791	-0.508286	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.914999	0.638678	0.507986	0.810251	0.401213
O09159	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.248903	0.165074	1.35771	0.597426	-0.837415	-1.0339	NaN	NaN	NaN	NaN	NaN
O09167	0.495168	1.43235	0.974284	1.4079	0.808335	0.569392	1.35266	-1.31823	-0.273055	-0.679702	-1.11893	-0.0298281	-1.14708	-0.668063	-0.883803	0.422566	-2.18211	0.159137	-1.30066	-2.33275	1.61325	1.89903	1.15832	1.02393	0.399039
O09172	0.797187	0.620782	-0.2126	0.410087	0.114873	0.735126	0.496682	0.0849259	-0.522353	NaN	-1.01525	-0.19628	0.573352	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.400287	-1.10759	0.0883381	-0.707347	-0.560221
O35075	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O35083	-0.0865432	-0.232286	NaN	-0.0674163	0.0352906	0.262122	NaN	0.7898	0.356503	NaN	NaN	NaN	0.762198	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.03596	-0.399175	-0.384534
O35098	0.264598	0.674203	0.566171	0.742129	0.69645	0.338822	0.684878	0.212892	0.415307	0.0911303	0.297841	0.668666	0.0986681	0.37147	-0.330068	-0.121024	-0.925132	-0.712131	-1.14663	-1.37422	0.167985	0.150031	-0.655002	-0.450768	-0.62374
O35114	-0.714176	0.483025	-0.492555	-0.473158	0.207129	-0.95253	0.131554	-0.140838	0.454376	0.721531	0.437342	0.557829	0.168194	0.11397	0.683979	0.555044	0.36999	0.6129	0.59276	0.225128	-0.968942	-1.24956	-0.896415	-0.909645	NaN
O35127	-0.506494	0.0485024	0.0908227	-0.135959	-0.464227	-0.562683	-0.177709	NaN	NaN	NaN	NaN	-1.8393	NaN	NaN	1.34021	1.27477	0.916525	1.39442	-0.0344348	0.367518	0.283173	-0.0348125	-0.547536	NaN	-0.399475
O35129	0.854306	0.868275	0.867728	1.22464	0.72425	1.40099	0.761431	0.537202	-0.113786	0.53061	0.395653	0.625228	0.295813	0.343259	-1.65565	-2.12633	NaN	-1.8459	-4.00287	NaN	0.0922573	-0.0214589	-0.477054	0.615721	-0.600415
O35136	0.753231	-0.0101112	1.35284	1.03844	0.463663	1.5761	-0.795056	-1.30562	NaN	-1.29764	NaN	NaN	-0.98354	NaN	NaN	0.82695	-0.555863	-0.679491	NaN	NaN	-3.1879	-1.09051	0.837406	0.0236813	3.96828
O35143	2.11811	1.65898	1.54804	1.56805	2.43473	2.07346	1.61453	1.06584	-0.162662	-0.0425544	1.25166	0.532849	0.363251	0.014399	-2.11145	-3.77947	NaN	-3.23744	-2.37285	-1.90584	-2.56809	-0.247701	0.877015	-2.84668	-0.191549
O35206	1.0979	NaN	-0.815196	NaN	0.572641	0.246204	-1.10155	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
"O35207;Q9CPY4"	-0.263521	-0.0307846	0.159834	0.103724	0.0575504	NaN	0.497396	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O35215	1.6419	0.996728	0.821107	1.06671	0.72766	1.45994	0.994857	-1.37498	NaN	-1.3937	-1.30842	-2.04463	-1.39474	-1.55484	1.64831	0.98056	0.638053	0.599857	1.6573	1.01865	-0.257014	-0.837788	-0.542287	-0.101235	-1.27941
O35226	-0.0738249	0.285193	0.0290232	-0.00900173	0.418199	-0.396377	0.173333	-1.62561	-0.902972	-0.878444	-0.678838	-0.539361	-1.56652	-0.697333	0.190982	0.373708	-0.119163	0.310069	0.258994	-0.179511	1.54582	1.81332	1.64149	1.47178	0.813313
"O35286;A2A4P0"	0.47092	1.15683	0.68872	0.855097	0.611841	0.160656	1.02	-0.260811	-0.10437	0.120857	0.328951	0.602762	-0.85471	0.401466	-0.912316	-0.552328	-2.55711	-1.38836	-2.07597	NaN	1.46984	1.5683	1.00628	1.10356	-0.168219
"O35295;Q8R4E6"	1.43313	0.550407	0.000928044	0.643338	0.551986	1.38911	0.110923	0.984031	-1.27325	-0.998645	-0.622723	-0.687188	0.700671	-1.02504	NaN	NaN	NaN	NaN	NaN	NaN	-0.183316	-0.175115	0.794816	1.21433	0.0105258
O35326	0.0428369	1.04571	0.878223	0.506582	0.872492	-0.235712	1.08612	0.0402009	0.830978	0.505804	0.520157	0.89299	-0.152987	0.883774	-1.81187	-2.26595	-2.60532	-2.07817	-1.58431	-2.32706	1.26044	1.4486	1.39989	0.719032	-0.134619
O35343	-0.0141425	0.178479	-0.0301528	0.232991	0.497435	-0.613651	0.199353	-2.18777	-1.26627	NaN	-2.11678	-1.30344	NaN	-1.9146	NaN	1.2623	NaN	1.07307	NaN	NaN	2.34233	2.135	1.43203	1.56209	0.873051
O35344	0.578074	0.872427	0.438173	0.674931	0.00246628	0.142471	0.437868	-1.53242	-1.11625	-0.705671	-1.28852	-0.907116	-2.13867	-1.02874	0.130097	1.40643	-0.223608	0.494371	-0.433311	-1.00916	1.87613	1.66173	1.03134	1.28646	0.642386
"O35345;Q60960"	-0.104313	0.121633	-0.41453	0.0408567	0.253385	0.19293	-0.0899607	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
"O35381;Q64G17"	0.562356	1.25854	0.829731	0.546638	0.658845	0.0803428	0.968158	-0.209229	-0.313595	-0.257929	-0.41771	0.0411849	-0.678378	-0.0713944	-1.21736	-0.273097	-1.5406	-0.537636	-1.45768	-1.63374	0.992496	1.41706	1.44001	0.787084	0.15098
O35382	-0.438175	0.124888	0.150177	-0.310037	-0.488405	-0.145803	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.273856	0.143197	0.118018	0.558821	0.0134606
O35405	-0.962467	-1.78957	-0.733515	-0.279192	-0.512329	-0.728649	-1.46057	NaN	NaN	NaN	-0.823273	NaN	NaN	NaN	1.50597	1.47002	0.960842	1.39267	1.38227	0.477566	0.290691	-0.625563	0.05793	-0.232285	0.609457
O35459	-0.306349	0.343834	-0.00247574	0.127466	1.21678	-0.16992	0.200695	-0.164642	0.203438	-0.385801	0.0489616	0.515381	-0.177401	-0.269714	-0.603083	NaN	-0.663877	-0.67083	-0.668819	NaN	0.599503	0.757607	0.132572	0.717436	-0.0438213
O35465	-0.0582932	0.118566	0.247375	0.189521	0.291331	0.618503	-0.0680111	-0.0146512	-0.280255	-0.311684	0.079465	0.120174	-0.148476	0.0623657	NaN	NaN	NaN	NaN	NaN	NaN	0.580951	-0.0629586	-0.0802926	0.423806	-0.510367
O35526	-0.262892	-0.947924	-0.113663	-0.697731	NaN	-0.363671	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.23684	-1.05404	2.31762	0.669868	2.75916
O35544	1.72572	0.809868	-0.452742	0.476194	0.987984	1.30426	1.4924	1.18577	NaN	-0.69652	-1.44481	-3.1213	0.143423	NaN	-0.347706	NaN	NaN	NaN	NaN	-1.83225	-0.322315	-1.25895	1.49169	0.916929	-0.18816
O35551	-0.0383269	0.643724	0.0245489	0.00838792	-1.92797	0.059976	0.0620073	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.153428	0.227418	0.279489	0.131473	0.375844
O35593	0.251315	0.836087	0.817702	0.201365	0.537902	0.59957	0.540492	-1.45434	-1.09993	0.0497503	-0.193772	-0.979009	-1.40571	-0.262504	0.468135	0.236752	-1.26857	-0.385556	-1.09212	-1.2608	1.41516	1.58797	1.32164	1.15934	0.119595
O35598	NaN	0.010525	NaN	-0.028486	-0.121216	-0.121183	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.383135	0.302101	NaN	0.112837	-0.537714
O35609	0.43131	-0.576979	-0.10636	-0.301094	-1.25173	0.263468	-0.677521	-0.337782	-0.300768	NaN	NaN	-0.582449	0.307161	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.611807	0.0443323	0.65642	0.95083	0.997909
O35621	NaN	NaN	NaN	NaN	NaN	0.145425	-0.145425	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O35633	1.30301	0.596164	1.39473	1.13241	1.13878	2.44587	0.531348	-1.75737	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.65212	NaN	NaN	NaN	NaN	-2.04566	-3.28371	-0.0202323	0.594315	2.3841
O35643	1.39598	0.69655	1.28819	1.14936	0.50305	1.65794	0.517517	-0.315067	-1.88064	-0.988278	-0.387844	-1.82616	-0.469736	-1.7739	NaN	NaN	NaN	NaN	NaN	NaN	0.207691	0.519371	0.743273	0.599808	0.81352
O35654	NaN	0.413847	0.0235828	0.153895	0.26076	NaN	0.247336	NaN	NaN	0.445303	NaN	0.0212291	NaN	0.0266498	NaN	-0.978006	-1.14868	NaN	NaN	NaN	0.361954	1.10297	-0.930845	NaN	NaN
O35658	-0.119456	0.909984	0.357689	0.583757	-0.255276	0.327882	0.820078	NaN	NaN	-0.702633	-2.31377	-2.52727	NaN	-1.64277	-0.0298561	0.387743	-0.674239	0.297107	-0.496441	NaN	1.12536	2.05888	1.79075	1.73342	1.47171
O35668	-1.13487	NaN	NaN	0.87124	NaN	-1.46324	NaN	NaN	NaN	NaN	NaN	NaN	0.00570273	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.624953	NaN	NaN	NaN	3.31737
O35678	1.20662	-0.836926	-0.487845	0.779955	NaN	1.25242	-1.03454	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.541544	-0.338145
O35682	-0.298917	0.186744	0.00689244	0.0539181	-0.342219	0.474307	-0.199683	0.0582001	NaN	-0.19069	0.161945	-0.611462	-0.00669742	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O35683	0.0166539	NaN	NaN	0.145802	-0.31282	1.31601	NaN	-0.0892287	NaN	0.571339	0.281966	-0.354671	NaN	-1.08368	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O35685	0.565185	1.3415	1.06494	1.13846	0.914232	0.077644	1.35492	-1.39898	-1.01952	-0.698647	-1.27116	-0.375843	-1.86561	-0.25173	-0.799445	-0.919894	-0.437001	-1.23427	-1.51263	-1.58595	2.38805	2.19931	1.69121	1.69178	0.963525
O35691	NaN	-0.267576	NaN	-0.997017	-1.13744	-1.21062	-0.204632	NaN	0.502706	-0.00492311	0.0101602	0.363455	NaN	1.15346	-1.88861	NaN	-1.78726	-1.46992	-2.04652	-1.75811	2.75123	2.84455	2.03084	2.29357	0.982818
O35737	-0.177043	0.25195	-0.209339	-0.138624	-0.441329	-0.46445	0.172444	0.213778	0.799317	0.683508	0.412064	0.869627	0.146868	0.908545	0.0311913	-0.649211	-0.697196	-0.567033	-0.908332	-1.15795	0.985974	0.747694	0.314423	0.626149	-0.704084
O35841	0.180699	0.500295	-0.272462	-0.0391532	0.0619802	-0.3045	0.0853929	-0.0341597	-0.0267497	0.549121	0.0186853	0.471063	-0.535289	0.210503	-2.80819	NaN	NaN	NaN	-2.58246	-2.65229	2.16253	2.31912	1.88447	1.9294	0.301255
O35857	-0.19448	NaN	-0.564538	-0.226672	-0.181598	0.191922	-0.280042	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.821567	0.531079	0.0493174	0.449471	-0.596026
O35864	-0.339045	0.248706	0.51345	0.133371	0.207821	0.00642359	0.0168244	-1.32949	NaN	NaN	-1.72146	-1.40921	-1.69779	-1.71096	NaN	NaN	NaN	NaN	NaN	NaN	1.50032	1.87516	1.4928	1.51801	1.33672
O35874	-0.526428	1.0675	-0.228565	-0.333319	-1.7579	-0.382738	-0.163506	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.569773	0.807228	-0.490052	0.409261	NaN	NaN	0.893753	0.690758	1.12774	0.605594	1.23393
O35887	1.00119	2.00668	1.4589	1.33364	0.490348	0.569348	1.56638	NaN	-1.98942	-1.4327	-1.37287	-1.7327	-3.15142	-1.81086	-0.53906	-0.574018	-0.762719	-0.835834	-0.480064	-1.17195	1.75141	2.04832	2.32957	1.34837	1.34766
O35900	NaN	-0.330735	-1.57831	-0.889113	-0.5108	NaN	-1.46391	-0.190161	-0.0585407	0.437444	0.0190484	0.58543	-0.587054	0.214401	1.62295	2.04667	2.3842	2.26164	1.58677	1.9715	-1.66197	-1.00397	-1.26485	-1.71309	-1.70557
O35927	0.976305	0.224615	1.00093	0.73286	0.591857	0.964567	0.155651	0.442945	NaN	NaN	-1.16706	-0.873738	0.612503	-1.39265	NaN	NaN	NaN	NaN	NaN	NaN	-2.71123	-1.55137	0.559782	-0.37069	1.1215
O35954	1.3685	-0.156191	0.744545	0.729572	-0.0722963	1.77769	0.507254	0.762482	NaN	-0.90156	-1.1162	NaN	0.192585	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.0651	-1.15686
O35969	0.433511	1.16376	0.871084	1.34375	0.318203	0.799583	1.14378	NaN	-0.908026	0.446931	0.957992	-1.65309	NaN	-0.368794	-0.781517	-0.923497	-1.06668	-1.44736	-1.42541	-1.6775	1.09442	1.41787	1.14111	1.04855	0.419853
O35972	-0.800736	0.301312	-0.0756216	-0.284759	-0.0884905	0.00122929	-0.173179	0.637717	NaN	-0.365306	-0.295121	NaN	0.543124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.598065	0.42797	-0.755359	0.329154	NaN
O54724	-0.24653	NaN	NaN	-0.375331	NaN	NaN	-0.515641	NaN	NaN	NaN	NaN	0.0254488	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.107795	0.356837	0.641849	0.00557232	NaN
O54734	-0.722815	-0.592387	-0.518185	-0.276606	-0.345282	-0.682378	-0.107074	-0.244819	0.281482	0.220067	-0.0283631	0.429139	0.112813	-0.16117	0.319131	0.834993	-0.113444	0.412913	-0.289889	-0.442153	0.286943	0.733659	0.633744	0.854463	0.1216
O54774	1.04726	0.734739	0.981324	0.851568	0.557969	1.32091	1.08873	-0.551793	-1.49334	-1.63285	-0.721999	-1.07983	-0.824912	-1.76465	NaN	NaN	NaN	NaN	NaN	NaN	0.348735	0.430993	0.824849	0.770242	1.07955
O54781	-0.668874	0.0265431	-0.288482	0.101611	-0.397266	-0.486202	-0.745611	0.519537	0.823988	-0.0477996	0.474965	0.673806	0.0234113	-0.319385	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
"O54829;Q9Z2H2"	0.057162	-0.32071	NaN	NaN	-0.774146	0.301877	-0.759448	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.553271	-0.824908	1.7669
O54833	0.261614	-0.205667	-0.210828	-0.238586	-0.228063	-0.429727	-0.463056	0.445122	NaN	NaN	NaN	0.598565	0.579121	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.336025	-0.0875278	NaN	NaN
O54879	0.971698	2.08133	1.65957	1.47104	1.55548	0.478751	1.98547	-2.64138	-2.01474	-1.48642	-2.35263	-1.39991	-3.11029	-1.1656	NaN	NaN	NaN	NaN	NaN	NaN	1.24528	1.7626	2.03531	1.04241	0.351745
O54901	0.271404	-0.295062	0.911819	-1.14267	-0.47793	0.479782	-0.834364	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.29689	-0.997105	1.76054	0.972108	2.15701
O54916	0.0610271	0.361249	0.312427	0.450792	-0.222537	0.384929	0.283163	NaN	NaN	NaN	NaN	NaN	-2.90965	NaN	NaN	0.348972	NaN	NaN	-1.09204	NaN	NaN	1.47818	1.46173	1.17911	NaN
O54931	1.12256	0.873557	0.163611	0.536736	0.310067	0.658293	1.30194	0.292685	-0.281724	-0.249834	NaN	-0.223108	0.50902	NaN	-1.58009	NaN	NaN	NaN	NaN	NaN	-1.4332	NaN	-0.492212	-0.743961	-1.13218
O54941	-0.618965	0.509608	-0.303632	0.0252213	0.232348	-0.545877	0.572895	0.264325	0.943369	0.544054	0.601183	0.637516	-0.343906	0.751959	-0.511659	-0.622324	-1.52931	-0.514551	-1.90882	NaN	1.37738	1.10576	0.302641	0.278334	-2.04907
O54962	0.136478	0.841165	0.455263	0.56015	0.330139	-0.264206	0.839288	-0.654591	-0.818993	-0.650544	-0.439068	-0.326081	-0.536036	-0.171862	0.547121	0.0310531	-0.308604	0.868965	0.604444	-0.569113	0.742456	0.820018	0.249517	0.260343	-0.725518
O54983	NaN	-1.05414	-0.282967	2.01523	-0.464947	-0.213179	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O54984	1.11125	0.64789	0.0925754	1.23549	0.563931	0.768687	1.19611	-0.568058	-0.463636	-0.507497	-0.289672	-0.280838	-0.362867	-0.600565	-0.240171	-0.141573	-0.822338	-0.798793	-0.539569	-1.15061	1.01923	1.00376	0.839484	1.02052	0.308655
O54988	-0.539805	-0.527781	-0.507645	-0.0825717	-0.948418	-0.0894496	-0.293961	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.195401	-0.794263	-0.674451	NaN	NaN	1.5129	0.89936	0.497955	1.08964	0.263091
O54991	1.54714	0.170051	1.03054	1.40216	0.485496	1.9957	0.197791	0.0560773	NaN	-1.34734	0.117389	NaN	-0.197503	NaN	-1.74133	NaN	NaN	NaN	NaN	NaN	-2.16408	-1.32695	0.104871	0.166261	1.64361
O55013	0.414903	-0.173695	-0.254079	-0.0159881	-0.20169	0.197679	0.00976107	-0.152921	0.119788	-0.263633	0.149947	-0.669516	-0.558259	-0.838336	1.24113	0.933633	0.678888	0.544795	1.06031	1.03139	-0.633771	-1.04859	-0.352565	-0.372268	-0.59682
O55022	-0.137788	0.349214	0.380525	0.0863619	0.00575352	-0.340589	0.191876	-0.539842	-0.911649	-0.801507	-1.05913	-0.472732	-0.508725	-1.20193	0.357665	0.129666	0.404357	0.0944128	0.4313	0.216332	0.243514	1.07121	1.64828	0.788213	1.0452
O55023	1.06998	0.607003	0.340791	0.833747	0.392699	0.927795	0.660827	-0.710048	-1.80186	-1.88563	-1.62816	-1.89168	-0.958657	-2.3876	1.03983	0.5377	0.412261	0.174483	0.971746	0.74282	0.536328	0.598199	1.07881	1.0135	0.664363
O55029	1.12221	1.84798	1.49906	1.65597	1.14774	1.41078	1.7275	-1.66428	-1.91785	-1.51086	-1.83302	-1.44907	-2.25631	-2.06232	-1.96802	NaN	NaN	NaN	NaN	NaN	1.43936	1.6911	1.42239	1.42566	1.14251
O55042	2.64235	1.29837	1.51788	1.35358	1.23602	2.15217	1.20707	0.0890563	NaN	-1.50101	-1.23375	-3.06572	0.041384	-3.83751	1.71888	-2.74442	-3.06376	-2.82575	1.46713	-0.634323	-1.25767	-0.112308	2.54021	1.71703	1.83845
O55057	0.226627	0.0429571	0.0902212	0.245146	-0.184546	0.215725	0.215082	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.131855	-0.343319	NaN	-0.639748	NaN
"O55074;Q7TN79"	0.366259	NaN	-0.332748	-0.745742	NaN	-0.427556	-0.453641	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.866837	-0.455281	NaN	-0.0810519	-0.184964	NaN	-1.17943	NaN	1.52989	-0.00575936	1.10318
O55091	0.235503	-0.26295	1.44616	0.915059	0.0444837	0.777438	-1.1254	1.6232	NaN	1.75699	1.31665	0.598237	1.58522	NaN	-1.63642	-2.41036	-1.54541	-2.03726	-1.74133	-1.65108	-1.55066	-0.807079	-0.722827	NaN	1.12871
O55100	1.21675	-0.207342	0.509229	0.240755	-0.164049	0.9151	-0.174626	0.278156	NaN	-1.26281	-0.535052	NaN	0.0177782	NaN	-0.258021	-1.27256	-0.692772	NaN	-0.203932	0.111767	-0.86076	-0.917845	1.36527	1.04737	1.69493
O55106	0.0920558	0.387516	0.0290332	0.284799	0.441894	0.847415	-0.0906148	-0.715687	NaN	NaN	NaN	NaN	NaN	-0.5688	NaN	NaN	NaN	NaN	NaN	NaN	-0.606987	NaN	-0.209435	0.0489802	0.0598311
O55125	1.17786	0.957419	0.678604	1.13495	1.00331	1.91477	0.483334	-0.157577	-0.713884	-0.45487	-0.31921	-0.531168	-0.0401704	-0.629268	NaN	NaN	NaN	NaN	NaN	NaN	-1.00773	-0.928943	-0.880045	0.369397	-0.919302
O55126	1.21378	0.776058	0.880884	1.05083	0.254644	1.57583	0.277374	-0.585482	-1.08264	NaN	NaN	-1.24489	-0.0370718	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.0369306	-0.235001	-0.558648	-0.0907274	-0.417834
O55128	-0.290989	0.385904	-0.22855	-0.262804	-0.437075	-0.0554677	-0.260527	-0.501421	0.965551	0.53425	0.294344	0.246075	-0.41087	0.560026	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
"O55131;Q9DA97"	0.353383	0.221922	0.296034	0.352707	0.340477	0.54435	0.136851	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.313015	-0.384759	-0.243141	-0.436647	-0.39998
O55135	-0.31926	0.343372	0.0315414	-0.267781	0.18465	-0.742945	0.138784	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.955322	0.658857	1.37088	0.101801	0.440149	-0.238337	0.440822	-0.412228	-0.663754	-0.555243	-1.46663
"O55137;Q9QYR9;Q32Q92;Q8BWN8;Q6Q2Z6;Q9QYR7"	0.669635	0.616962	0.148929	0.524305	0.5289	0.597555	0.570343	-0.0512185	-0.400086	-0.718585	-0.280911	-0.518872	-0.0878091	-1.03067	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O55142	-0.0715222	1.34584	0.679056	1.14553	0.841016	-0.155798	0.827526	-0.124871	0.370235	0.409422	0.317228	0.481071	-0.695294	0.100418	-0.489575	-0.224719	-0.213993	-0.341755	-0.5147	-0.364523	-0.114497	0.401514	-1.14748	-0.908909	-0.756649
O55143	0.650799	-0.0925651	-0.45292	0.0272965	-0.00430822	0.631377	0.220095	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O55201	-1.2027	-0.155919	-0.734458	-0.550737	-0.984605	-0.674692	-0.31027	NaN	0.894545	-0.559257	-0.383203	1.16873	-0.864822	-0.312612	NaN	-0.473066	NaN	NaN	NaN	NaN	1.67084	2.32879	0.957312	0.628007	-0.18695
O55222	-0.886155	0.562046	0.0464073	0.722232	0.604066	-0.280243	0.498575	-0.905531	0.0860153	0.0438324	0.137859	0.37412	-0.633757	0.311422	-1.41294	-0.567465	NaN	-1.07122	NaN	NaN	0.8146	1.03467	0.496883	0.362337	-0.819973
O55229	0.352595	-0.0964581	-0.241098	0.243182	-0.179144	0.418093	-0.0886265	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.05387	0.721199	0.385622	0.619622	0.920439	NaN	-1.73004	-0.89508	-0.117744	-0.715587	NaN
O55234	0.386571	0.776462	0.639146	0.631772	-0.0387809	0.293399	0.925569	-0.916825	-0.978123	-0.313443	-0.19813	-0.540892	-0.940446	-0.387015	-0.0170543	-0.245099	-0.44299	-0.0488956	-0.311156	-0.522454	0.692941	0.725358	0.482562	0.484382	0.351775
O70133	0.134155	0.346542	-0.265435	0.0621579	-0.115302	-0.0943153	0.0583928	0.569337	0.870486	1.35433	1.03668	1.41058	0.310704	1.59698	-0.71498	0.0259125	-2.76669	-1.37508	-3.85982	-4.42657	1.99792	2.00825	1.02399	1.744	0.442209
"O70161;P70181;P70182"	0.35454	-0.436369	-0.154114	-0.162825	-0.166073	0.955971	-0.391129	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O70194	0.55921	1.0429	0.975352	1.17416	1.41807	0.834214	0.963608	-0.0883557	0.471148	0.354058	0.339876	0.887577	-0.436298	0.424229	-1.87246	-0.244358	-3.77112	-2.00662	-3.28729	NaN	1.40056	1.50925	0.474896	0.832903	-0.270071
